movie_title,content_rating,content_rating_id,genres,genres_encoded,runtime,original_release_date,tomatometer_status,tomatometer_rating,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
Dirty Dancing,PG-13,2,"Drama, Musical & Performing Arts, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",100.0,1987-08-21,Fresh,68.0,15,47,22
Dirty Dancing: Havana Nights,PG-13,2,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",86.0,2004-02-27,Rotten,23.0,37,25,83
The Dirty Dozen,NR,5,"Classics, Drama","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",149.0,1967-06-15,Certified-Fresh,85.0,9,34,6
Dirty Girl,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",106.0,2011-10-07,Rotten,33.0,19,13,27
Dirty Grandpa,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2016-01-22,Rotten,11.0,22,15,121
Dirty Harry,R,3,"Classics, Drama, Mystery & Suspense","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",103.0,1971-12-24,Certified-Fresh,89.0,6,41,5
Dirty Love,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91.0,2005-09-23,Rotten,6.0,11,2,29
Dirty Mary Crazy Larry,PG,1,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,1974-01-01,Rotten,47.0,3,8,9
Dirty Pretty Things,R,3,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",94.0,2003-07-18,Certified-Fresh,94.0,44,134,8
Dirty Rotten Scoundrels,PG,1,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",110.0,1988-12-14,Fresh,89.0,7,33,4
A Dirty Shame,NC17,4,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,2004-09-24,Rotten,53.0,34,62,55
Dirty Wars,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",86.0,2013-06-07,Certified-Fresh,85.0,26,60,11
Disappearance at Clifton Hill,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2020-02-28,Fresh,73.0,8,32,12
The Disappearance of Alice Creed,R,3,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",100.0,2010-08-06,Certified-Fresh,81.0,30,79,19
Disappearances,PG-13,2,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",118.0,2007-05-11,Rotten,52.0,13,11,10
Disappearing Acts,R,3,"Drama, Television","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",120.0,2000-12-09,Fresh,60.0,3,3,2
Disaster Movie,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2008-08-29,Rotten,1.0,19,1,73
Disclosure,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",127.0,1994-12-09,Rotten,59.0,19,36,25
Disco Pigs,NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,2003-04-01,Rotten,20.0,1,1,4
Disco Godfather,R,3,"Action & Adventure, Comedy, Cult Movies, Drama, Musical & Performing Arts","[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",93.0,1979-08-01,Fresh,83.0,0,5,1
Disconnect,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",115.0,2013-04-12,Fresh,70.0,29,55,24
Discreet,NR,5,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",81.0,2018-06-01,Fresh,78.0,4,7,2
The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie),PG,1,"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Special Interest","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",100.0,1972-09-15,Certified-Fresh,98.0,15,51,1
The Disenchanted,NR,5,"Art House & International, Comedy, Drama","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",79.0,1990-01-01,Fresh,100.0,0,6,0
Disgrace,R,3,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",118.0,2008-09-06,Certified-Fresh,83.0,23,50,10
The Dish,PG-13,2,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2001-03-14,Certified-Fresh,96.0,29,95,4
Disneynature Bears,G,0,Kids & Family,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",77.0,2014-04-18,Certified-Fresh,90.0,21,53,6
Disneynature Chimpanzee,G,0,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",78.0,2012-04-20,Certified-Fresh,76.0,31,74,24
Disneynature Crimson Wing,G,0,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",77.0,2008-12-17,Fresh,75.0,4,15,5
Disneynature Earth,G,0,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2009-04-22,Certified-Fresh,86.0,28,81,13
Disneynature Monkey Kingdom,G,0,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",82.0,2015-04-17,Certified-Fresh,93.0,21,51,4
Disneynature Oceans,G,0,"Documentary, Drama","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2010-04-22,Certified-Fresh,81.0,26,64,15
Aladdin,G,0,"Action & Adventure, Animation, Comedy, Kids & Family, Musical & Performing Arts","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",90.0,1992-11-11,Certified-Fresh,95.0,18,71,4
Disobedience,NR,5,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",114.0,2018-04-27,Certified-Fresh,84.0,41,171,33
Disorder (Maryland),NR,5,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",101.0,2016-08-12,Certified-Fresh,72.0,19,57,22
The Disorderly Orderly,NR,5,"Classics, Comedy, Musical & Performing Arts, Romance","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",90.0,1964-12-16,Fresh,60.0,0,3,2
Disorganized Crime,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101.0,1989-04-14,Rotten,50.0,0,3,3
Distorted,R,3,"Action & Adventure, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",87.0,2018-06-22,Rotten,18.0,1,2,9
Banlieue 13 - Ultimatum (District 13: Ultimatum),R,3,"Action & Adventure, Art House & International","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",100.0,2009-02-05,Certified-Fresh,74.0,24,55,19
District 9,R,3,"Action & Adventure, Drama, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",111.0,2009-08-14,Certified-Fresh,90.0,56,280,32
District B13 (Banlieue 13),R,3,"Action & Adventure, Art House & International, Science Fiction & Fantasy","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",85.0,2006-06-02,Certified-Fresh,80.0,34,93,23
Disturbia,PG-13,2,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",105.0,2007-04-13,Fresh,69.0,48,121,54
Disturbing Behavior,R,3,"Horror, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",83.0,1998-07-24,Rotten,34.0,8,13,25
Disturbing The Peace,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83.0,2016-11-11,Fresh,100.0,5,13,0
William Kunstler: Disturbing the Universe,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",85.0,2009-11-13,Fresh,79.0,12,22,6
Divergent,PG-13,2,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",140.0,2014-03-21,Rotten,41.0,52,96,138
Divide and Conquer: The Story of Roger Ailes,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",107.0,2018-12-07,Certified-Fresh,90.0,17,46,5
Divided We Fall,PG-13,2,"Art House & International, Comedy, Drama","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",123.0,2001-06-08,Certified-Fresh,90.0,24,56,6
Divine Secrets of the Ya-Ya Sisterhood,PG-13,2,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",116.0,2002-06-07,Rotten,45.0,38,65,81
Divines,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105.0,2016-11-18,Fresh,84.0,6,16,3
Divorce American Style,NR,5,"Classics, Comedy","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",109.0,1967-01-01,Fresh,100.0,1,7,0
The Divorcée,NR,5,"Classics, Drama, Romance","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",83.0,1930-04-19,Fresh,75.0,0,6,2
Dixie Chicks - Shut Up and Sing,R,3,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",99.0,2006-11-10,Certified-Fresh,89.0,47,110,14
Dixieland,NR,5,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",92.0,2015-12-11,Rotten,10.0,7,1,9
Django,NR,5,"Classics, Western","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",92.0,1966-12-21,Fresh,92.0,1,12,1
Django,NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",115.0,2018-01-05,Rotten,58.0,10,14,10
Django Unchained,R,3,"Drama, Western","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",165.0,2012-12-25,Certified-Fresh,87.0,55,250,38
Do I Sound Gay?,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",77.0,2015-07-10,Certified-Fresh,81.0,24,38,9
Do Knot Disturb,NR,5,"Art House & International, Comedy, Musical & Performing Arts","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",126.0,2009-10-02,Rotten,20.0,2,1,4
Do Not Resist,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",73.0,2016-09-30,Certified-Fresh,91.0,16,40,4
Do the Right Thing,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",120.0,1989-06-14,Certified-Fresh,93.0,22,89,7
Do You Believe?,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",115.0,2015-03-20,Rotten,25.0,6,5,15
DOA: Dead or Alive,PG-13,2,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2007-06-15,Rotten,33.0,14,15,31
Doc Holliday,R,3,"Documentary, Western","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",96.0,1971-08-01,Rotten,40.0,3,4,6
Doc Hollywood,PG-13,2,"Comedy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",103.0,1991-08-02,Fresh,68.0,6,23,11
Doctor Dolittle,G,0,"Action & Adventure, Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",152.0,1967-12-19,Rotten,29.0,4,6,15
Doctor Faustus,NR,5,"Art House & International, Classics, Drama, Horror","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,1968-02-06,Rotten,10.0,3,1,9
Doctor Strange,PG-13,2,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",115.0,2016-11-04,Certified-Fresh,89.0,56,333,41
Dodgeball - A True Underdog Story,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,2004-06-18,Fresh,71.0,38,116,48
Dodsworth,NR,5,"Classics, Drama, Romance","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",101.0,1936-09-23,Fresh,90.0,3,18,2
Dog Day Afternoon,R,3,"Classics, Drama","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",130.0,1975-09-21,Certified-Fresh,96.0,8,43,2
Dog Days,PG,1,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113.0,2018-08-08,Fresh,63.0,18,42,25
Dog Eat Dog,NR,5,"Action & Adventure, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",93.0,2016-11-04,Rotten,50.0,20,35,35
Dog Park,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91.0,1998-06-01,Rotten,36.0,6,9,16
Dog Pound,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2010-04-24,Fresh,65.0,10,17,9
Dog Soldiers,R,3,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105.0,2002-07-20,Fresh,79.0,4,30,8
Doghouse,NR,5,"Art House & International, Comedy, Horror","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,2009-11-05,Rotten,48.0,7,11,12
Dogtooth (Kynodontas),R,3,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94.0,2010-06-25,Certified-Fresh,93.0,22,62,5
Dogtown and Z-Boys,PG-13,2,"Documentary, Sports & Fitness","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",89.0,2001-01-19,Certified-Fresh,92.0,33,90,8
Dogville,R,3,"Art House & International, Drama, Mystery & Suspense, Special Interest","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",178.0,2003-05-01,Fresh,70.0,47,117,51
"Doin' It in the Park: Pick-Up Basketball, NYC",NR,5,"Documentary, Sports & Fitness","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",90.0,2013-05-22,Fresh,75.0,4,6,2
La Dolce Vita,NR,5,"Art House & International, Comedy, Drama","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",175.0,1960-01-01,Certified-Fresh,96.0,22,67,3
Dolemite,R,3,Action & Adventure,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,1975-04-26,Rotten,57.0,2,8,6
Dolemite Is My Name,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",118.0,2019-10-04,Certified-Fresh,97.0,39,219,7
Dolittle,PG,1,"Action & Adventure, Comedy, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",100.0,2020-01-17,Rotten,14.0,41,31,197
$ (Dollars) (The Heist),R,3,"Classics, Comedy, Drama","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",120.0,1971-12-15,Fresh,86.0,2,6,1
Dolores Claiborne,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",131.0,1995-03-24,Certified-Fresh,84.0,11,37,7
Dolphin Tale,PG,1,"Drama, Kids & Family","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",113.0,2011-09-23,Certified-Fresh,81.0,32,92,21
Dolphin Tale 2,PG,1,"Drama, Kids & Family","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",107.0,2014-09-12,Fresh,66.0,28,57,30
Dolphins,NR,5,"Documentary, Kids & Family, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",39.0,2000-10-20,Fresh,89.0,2,8,1
Dom Hemingway,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,2014-04-04,Rotten,56.0,37,71,56
Domain,NR,5,"Drama, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",97.0,2018-09-28,Fresh,67.0,1,4,2
Domestic Disturbance,PG-13,2,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",89.0,2001-11-02,Rotten,24.0,28,24,76
Dominion: Prequel to the Exorcist,R,3,Horror,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111.0,2005-05-20,Rotten,30.0,15,14,32
Domino,R,3,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",128.0,2005-10-14,Rotten,18.0,36,29,129
Domino,R,3,"Action & Adventure, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",89.0,2019-05-31,Rotten,33.0,16,23,47
Don Juan DeMarco,PG-13,2,"Comedy, Drama, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",90.0,1994-06-01,Fresh,69.0,12,25,11
Don 2,PG,1,"Art House & International, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",145.0,2011-12-23,Fresh,69.0,5,9,4
Don Jon,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,2013-09-27,Certified-Fresh,79.0,54,160,43
Don McKay,R,3,"Comedy, Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",87.0,2010-04-02,Rotten,38.0,9,10,16
Don Peyote,NR,5,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",90.0,2014-05-16,Rotten,7.0,5,1,13
Don Quixote,NR,5,"Comedy, Drama, Musical & Performing Arts","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",100.0,1992-12-31,Rotten,43.0,2,3,4
Don Verdean,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96.0,2015-12-11,Rotten,29.0,17,11,27
Donkey Punch,R,3,Mystery & Suspense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",89.0,2008-01-22,Rotten,52.0,16,27,25
Donnie Brasco,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",126.0,1997-02-28,Certified-Fresh,88.0,18,50,7
Donnie Darko,R,3,"Comedy, Mystery & Suspense, Science Fiction & Fantasy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",113.0,2001-01-19,Certified-Fresh,86.0,16,101,16
Donnybrook,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2019-02-15,Rotten,39.0,14,18,28
Donovan's Reef,NR,5,"Action & Adventure, Classics, Comedy, Drama, Romance","[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",109.0,1963-01-01,Rotten,55.0,0,6,5
Don't Ask Don't Tell,R,3,"Comedy, Drama, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",74.0,2002-01-01,Rotten,36.0,3,4,7
Don't Be a Menace to South Central While Drinking Your Juice in The Hood,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,1996-01-01,Rotten,31.0,7,8,18
Don't Be Afraid of the Dark,NR,5,"Horror, Television","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",74.0,1973-10-10,Fresh,71.0,0,5,2
Don't Be Afraid Of The Dark,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",99.0,2011-08-26,Fresh,60.0,41,105,70
Don't Be Nice,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96.0,2019-09-20,Fresh,100.0,3,10,0
Don't Bother to Knock,PG,1,"Classics, Drama, Mystery & Suspense","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",76.0,1952-07-18,Fresh,100.0,0,11,0
Don't Breathe,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",88.0,2016-08-26,Certified-Fresh,88.0,39,205,28
